name,temperature,luminosity,spectral_type,distance,magnitude
"HD 367222",20447,44.450778,"B0IV",876.6,7.9
"TYC 1395-294-1",17281,48549.544204,"B4Ia",945.5,0.46
"HD 272262",8193,0.003983,"DA6",902.1,17.99
"TYC 6333-238-1",3786,76455.332382,"K0Ib",559.7,-1.19
"HD 918243",6379,0.002839,"F2V",188.2,15.11
"HD 584984",33209,157761.742976,"O2Ia",916.7,-1.01
"HD 113211",5086,0.000613,"K9V",491.4,18.84
"HD 326304",21037,13.669819,"B1IV",905,9.14
"HIP 99801",4778,161.682648,"K9III",690.3,6.01
"HD 382328",23893,132.230416,"B8III",819.2,6.47
"HD 476544",28377,999.975807,"B4III",793.8,4.22
"HIP 59618",3023,232.088582,"M5III",931.9,6.03
"HD 885616",15945,0.970455,"B5V",743.9,11.64
"HD 101618",10101,0.014346,"B4V",283.8,14.13
"HD 227519",8099,0.006043,"DA6",780.2,17.33
"HD 770103",23630,85.573712,"B4IV",344.2,5.36
"TYC 5406-800-1",24502,135122.694731,"B6Ib",830.3,-0.94
"HIP 32327",4010,244.124828,"K9III",772.6,5.75
"HD 371375",30352,28328.027242,"O0Ia",892.6,1.01
"HD 789880",5035,0.000818,"K7V",742.1,19.25
"HIP 107890",3113,120.450844,"M7III",737.6,6.23
"HIP 14175",4035,419.469513,"K5III",636,4.79
"WD 2745+441",22978,0.000669,"DA2",623.3,19.27
"HD 210764",16338,1.907604,"B9V",444.5,9.81
"HD 318922",2993,0.000532,"M6V",963.8,20.36
"HD 333327",27078,1053.659866,"B6III",418.3,2.76
"HD 413684",6269,0.004175,"F0V",997,18.18
"HD 190372",22130,27.062761,"B1IV",563,7.54
"WD 9793+760",16442,0.000276,"DA3",652.5,20.2
"HD 207424",7640,0.00224,"A0V",391.5,16.86
"HD 276004",13281,0.155872,"B6V",551.1,13
"HIP 63329",3763,208.32466,"K5III",902.2,6.15
"HD 234015",17057,1.937174,"B5V",832.9,11.06
"WD 6100+476",19046,0.000527,"DA2",987.8,20.4
"HD 537975",31686,27749.289312,"O9Ia",822.7,0.79
"HD 519997",26137,448.31491,"B7III",895.9,5.44
"HD 329330",32977,43762.915433,"O4Ia",730.3,-0.05
"HIP 87830",3515,122.224902,"M0III",787.1,6.42
"HD 216262",27977,1877.193528,"B8III",900.3,3.86
"HD 435644",3407,0.000082,"M6V",511.4,21.21
"TYC 3521-384-1",3358,80481.769262,"M5Ib",975.6,-0.04
"HIP 58544",3236,156.132339,"M2III",542.2,5.33
"WD 7892+472",23559,0.000191,"DA2",739.8,20.9
"HD 324708",33868,95741.943192,"O1Ib",725.2,-0.94
"HD 502965",2715,0.000164,"M8V",541.4,20.27
"HD 575970",7206,0.003167,"F3V",890.7,18.29
"HD 923724",11570,0.072055,"B9V",523.3,13.62
"HD 811588",2932,0.000156,"M4V",696.8,20.85
"HD 732916",3883,0.000141,"K4V",408.3,19.95
"HD 874211",34011,135159.713103,"O2Ia",937.6,-0.8
"HD 743071",18300,2.449683,"B4V",709.2,10.5
"HD 253100",12201,0.023403,"B2V",10.5,6.53
"HD 105264",7973,0.01348,"A9V",863.2,16.55
"HIP 26814",4063,202.593516,"K5III",913.1,6.24
"HD 306035",5341,0.000925,"G1V",113.1,15.23
"WD 6605+922",12132,0.001998,"DA4",321.9,16.35
"HD 136127",16161,1.160071,"B3V",847.7,11.67
"HIP 67748",3590,198.233213,"M1III",654,5.69
"HD 232365",10617,0.02477,"B8V",916.9,16.04
"HD 623271",5041,0.00071,"K9V",712.6,19.32
"HD 512084",12890,0.31623,"B4V",618.8,12.55
"WD 2106+757",18074,0.000613,"DA2",377,18.25
"HD 926086",6956,0.001972,"F0V",304.2,16.39
"HIP 20206",3691,138.441538,"M8III",315.3,4.42
"HD 360027",20468,36.753551,"B9IV",752.4,7.79
"HD 768165",17470,5.203277,"B5V",703.5,9.72
"HIP 5514",3529,155.741543,"M2III",575.1,5.55
"HIP 106288",4085,85.477593,"K5IV",808.2,6.92
"HD 123592",10476,0.014251,"B8V",30.7,9.33
"TYC 4977-707-1",5027,93627.362486,"K0Ia",749.4,-0.84
"TYC 4838-867-1",16378,44929.305432,"B2Ia",875.5,0.25
"HD 587482",23183,130.098306,"B8III",633.5,5.89
"HD 542750",27020,1042.207833,"B4III",921.4,4.61
"HD 822577",31315,9171.273672,"O8III",475.3,0.73
"HIP 80406",5319,311.227168,"G0III",748,5.46
"HD 825787",2674,0.000086,"M2V",821.8,22
"HD 347338",6337,0.002567,"F0V",668.9,18.07
"HD 540106",33069,92200.292449,"O1Ia",401.2,-2.12
"HD 647867",30477,11590.403229,"O1Ia",620.5,1.06
"HD 475534",15226,1.13819,"B5V",912.2,11.76
"HD 526984",2611,0.000103,"M2V",302.1,19.59
"HD 645554",13213,0.186827,"B7V",319.4,11.51
"HD 681796",29995,10432.094831,"B2Ia",365,0.08
"HIP 116118",3921,228.439391,"K3III",899,6.09
"HD 800445",25839,777.974541,"B4III",633.7,3.81
"TYC 4031-566-1",22655,123734.047024,"B6Ia",542.1,-1.63
"HD 901103",31501,16700.111933,"O1Ib",543.6,0.39
"HD 769652",34488,86041.631831,"O2Ia",929.7,-0.02
"HD 324993",4945,0.000493,"K5V",877.9,20.35
"HD 362803",7120,0.002444,"F3V",314.9,16.18
"HD 286684",17826,5.016665,"B7V",618.3,9.4
"HD 125476",30233,29150.465772,"O0Ib",764.7,0.62
"HD 157357",20941,15.830399,"B4IV",969.4,9.22
"HD 217408",33821,100670.647913,"O8Ib",749.4,-0.86
"HD 255594",3904,0.000279,"K5V",880.3,20.91
"WD 6328+159",21146,0.000371,"DA2",404.1,18.73
"HIP 78836",4281,72.424899,"K5IV",950.5,7.45
"HIP 28603",3333,178.298235,"M7III",854.3,6.48
"HD 411195",9978,0.017359,"A1V",472,14.84
"HD 349281",2646,0.00009,"M4V",697.4,21.67
"HD 950953",9769,0.006279,"DA5",386.5,15.64
"WD 9525+179",17119,0.000144,"DA2",798.5,21.39
"HD 233806",33639,132352.419498,"O5Ia",432,-2.45
"HD 830494",2521,0.000074,"M0V",660.6,21.59
"HD 809662",10146,0.01535,"B7V",810.8,16.36
"HD 228861",13373,0.231897,"B2V",965.3,13.72
"HD 386880",34855,105220.910524,"O2Ia",650.2,-1.3
"HD 748105",11440,0.073278,"B3V",332.1,12.53
"HD 881077",3355,0.000134,"M7V",983.1,21.94
"HD 180577",7019,0.001599,"F2V",810.5,18.79
"HD 938622",15757,0.863376,"B1V",881.6,12.11
"HD 104142",5154,0.000457,"K2V",652.1,19.65
"HD 573152",17765,2.09351,"B4V",649.7,10.4
"HIP 17360",4999,81.826193,"K3IV",508.2,6
"HD 829793",14794,0.557249,"B0V",771.8,12.5
"HD 219698",5483,0.000785,"G4V",924.6,19.87
"WD 1014+758",16724,0.000128,"DA3",920.6,21.78
"WD 5575+699",21959,0.000271,"DA2",979,21.02
"HD 430687",22978,97.853132,"B9IV",264.8,4.38
"HD 502760",4479,0.000321,"K7V",938.6,20.78
"HD 622434",2600,0.00029,"M1V",779,20.67
"HD 455149",23561,68.231315,"B3IV",864.4,7.48
"HD 838059",4046,0.000144,"K6V",972,21.96
"WD 2543+877",21272,0.001757,"DA2",728.5,18.61
"HD 327174",4597,0.000235,"K4V",546.6,19.96
"HIP 113398",4227,271.00871,"K0III",897.1,6.08
"HD 557573",2897,0.000102,"M2V",744,21.54
"HD 769508",3003,0.000221,"M0V",530.3,19.77
"WD 8838+744",7965,0.001181,"A1V",846.3,19.25
"HD 290509",7695,0.00193,"A9V",388.4,17.11
"HD 642917",11287,0.111687,"B5V",843.5,14.26
"HD 882086",31551,9087.626269,"O0III",763,2.04
"HD 387338",7605,0.003465,"A3V",530.7,17.26
"TYC 9911-915-1",12129,79055.442594,"B3Ib",652.3,-0.91
"HIP 71200",3140,264.06658,"M6III",762.9,5.59
"HIP 104759",4525,85.637511,"K5IV",637.4,6.46
"HD 100401",34488,234062.32381,"O0Ia",719.6,-1.83
"HD 520595",6015,0.000864,"F0V",576,18.73
"HD 491453",4879,0.000218,"K4V",924.7,21.24
"HD 484852",10343,0.012179,"B7V",691.4,16.3
"HD 316686",9249,0.008917,"DA5",735.2,16.52
"HD 328593",4452,0.00023,"K8V",475.2,19.95
"HD 911601",2511,0.000048,"M2V",925.9,22
"HD 467359",4555,0.000842,"K9V",747.2,19.3
"HD 102514",8458,0.005788,"DA5",740.1,17.05
"HD 904160",22842,50.263397,"B3IV",766.6,7.4
"HD 429378",20168,15.495315,"B7IV",607.5,8.16
"HIP 42279",4690,373.501937,"K8III",894.4,5.64
"HD 787737",7426,0.00098,"F0V",807.1,19.42
"HD 228914",22350,35.472001,"B2IV",516.4,7.04
"HD 673052",5587,0.000923,"G5V",583.5,18.76
"WD 1542+869",13083,0.001387,"DA3",974.7,19.3
"HD 732959",3838,0.000162,"K7V",746.5,21.19
"HD 280440",26717,1063.441639,"B7III",994.5,4.72
"HD 675921",19162,10.3049,"B5IV",458.7,8.06
"HD 955748",4210,0.000311,"K0V",283.1,18.2
"HD 716689",13868,0.260491,"B5V",663.3,12.9
"HD 605385",12419,0.415798,"B6V",468.5,11.73
"HD 470969",7781,0.003629,"A3V",383.8,16.47
"HIP 55039",4312,22.6899,"K0IV",610.2,7.89
"TYC 2695-571-1",10678,38811.929763,"B9Ia",982,0.79
"HD 556533",16689,1.277669,"B5V",379.1,9.75
"HD 860063",30327,16313.972313,"O5Ia",680.1,0.82
"HD 530995",9107,0.003748,"DA5",969,18.31
"HD 631405",9366,0.00944,"DA5",942.9,17.23
"HD 943012",27831,1539.425589,"B6III",474.2,2.73
"HD 865938",25317,534.713964,"B7III",731.3,4.8
"HD 967465",17936,4.649697,"B7V",631.5,9.72
"HD 164846",11656,0.112099,"B6V",846.3,14.42
"HD 544457",5112,0.000877,"K3V",615.8,18.76
"WD 9908+233",21648,0.000864,"DA2",862.1,19.65
"TYC 7493-798-1",20462,70334.718348,"B6Ib",873.8,-0.23
"WD 6398+210",6795,0.000954,"F3V",628.2,18.83
"WD 3920+586",16676,0.00088,"DA3",628.7,18.79
"HIP 27385",4716,23.172725,"K4IV",501.4,7.35
"HD 614914",5798,0.000524,"G1V",989.1,20.41
"HD 465216",24726,431.883699,"B0III",477.3,4.01
"HIP 16390",4183,95.564927,"K4IV",787.1,6.79
"HD 463255",10318,0.024378,"B7V",217.3,13.12
"HD 168297",11552,0.041039,"B5V",893,15.57
"HIP 31592",5049,175.237213,"K1III",652.5,5.65
"HD 257376",2775,0.000192,"M2V",246.8,18.58
"WD 7509+694",21258,0.000386,"DA2",611,19.76
"HD 517666",2523,0.000355,"M5V",277.2,18.14
"HD 124337",16760,6.636561,"B3V",513.8,8.65
"HD 385500",27476,4503.716082,"B8III",216.2,-0.2
"HD 959409",21961,71.101594,"B5IV",723.9,6.85
"HD 513807",3118,0.000105,"M4V",563,21.08
"HD 480772",2502,0.000025,"M6V",381.2,21.72
"WD 4058+848",12241,0.000252,"DA4",605,20.08
"HIP 20153",4356,162.760674,"K5III",234.5,3.56
"HD 209391",11371,0.061705,"B1V",993.9,15.3
"HD 101529",12173,0.048679,"B3V",700.2,14.81
"HIP 111737",3387,64.645188,"M6IV",948.7,7.71
"HD 118096",19901,20.675783,"B0IV",526.6,7.74
"HD 480569",5881,0.000737,"G7V",801.8,19.7
"HD 824686",6492,0.002699,"F1V",324.5,16.38
"HIP 104580",4495,253.846307,"K4III",398.2,4.29
"HD 509121",13690,0.133506,"B9V",822.8,13.96
"HD 163766",28239,4945.655462,"B1III",434.4,1.15
"HD 938166",20645,28.296535,"B6IV",327,6.17
"HD 176956",20832,14.463403,"B7IV",494.8,7.79
"HD 381751",12850,0.030466,"B6V",955.3,16.06
"HD 653220",33480,50555.194098,"O4Ib",518.8,-1.04
"HD 949600",19345,7.984699,"B8V",813.5,9.66
"HD 760178",29151,1810.932674,"B9III",400.7,2.27
"TYC 9787-883-1",17835,46688.079133,"B5Ib",189,-3
"HD 401774",9611,0.035799,"A5V",527.2,14.49
"HD 447042",9502,0.01236,"A0V",720.1,16.23
"HD 315462",2785,0.000129,"M1V",343.1,19.73
"HD 532314",29347,10557.131555,"B0Ib",977.9,2.19
"HD 715807",28543,6604.769393,"B1III",617.4,1.56
"HD 880367",8517,0.00495,"DA5",781.4,17.64
"HIP 12963",4276,186.800851,"K6III",568.9,5.18
"WD 9744+228",6706,0.000277,"F8V",365.2,18.97
"HD 221466",33866,64164.155991,"O3Ia",418.4,-1.5
"WD 7759+370",13293,0.00021,"DA3",956.7,21.3
"HD 811323",6697,0.003048,"F7V",965.5,18.38
"HIP 117439",4129,460.803464,"K8III",842.2,5.23
"WD 7221+366",12300,0.000288,"DA4",712,20.27
"HD 275805",3227,0.000117,"M7V",549,20.77
"HD 583804",25099,688.708732,"B8III",445.4,3.31
"WD 3972+280",20655,0.000456,"DA2",658.3,19.64
"HD 837726",12521,0.069093,"B5V",586.7,14.18
"HD 845960",19996,13.486623,"B2IV",897.5,8.96
"HD 131982",21327,54.879242,"B5IV",913,7.63
"TYC 1750-933-1",12653,192190.291748,"B7Ia",890.3,-1.19
"HD 206845",25284,501.887586,"B5III",51.1,-0.84
"HD 209604",10685,0.009467,"DA4",825.3,16.97
"HD 908014",2695,0.000096,"M1V",753.7,21.79
"HD 980460",4827,0.00089,"K0V",635.4,19.04
"TYC 4445-348-1",7567,101678.977883,"A0Ia",700.6,-1.08
"HIP 33520",5194,442.71711,"K0III",942.9,5.58
"HIP 22246",4889,78.70366,"K4IV",680.1,6.51
"TYC 1507-815-1",23467,37834.559828,"B3Ib",651.8,-0.15
"HD 743038",4414,0.000226,"K5V",161.9,17.45
"HD 394347",3574,0.000333,"M0V",604.9,19.69
"HD 739214",27522,3721.912659,"B2III",457.1,1.61
"HD 731861",11969,0.065904,"B0V",920.1,14.99
"HD 510777",6758,0.001939,"F4V",793.7,18.5
"HD 714051",11005,0.010195,"B9V",925.7,17.05
"HD 616779",5637,0.000849,"G0V",351.8,17.72
"HD 128238",12708,0.059811,"B6V",371.3,13.2
"HD 696781",21464,86.734889,"B1IV",634.7,6.34
"HD 594057",6535,0.001445,"F2V",306.9,16.86
"HD 644419",24611,280.869999,"B1III",989.2,6.11
"HD 483948",15669,1.293942,"B3V",942.1,11.81
"HD 225165",10474,0.034791,"B0V",994.2,16
"HD 231644",34324,199741.282656,"O4Ia",252.1,-3
"HD 506151",24174,211.539494,"B9III",845.1,6.15
"WD 8785+610",23043,0.006835,"DA2",366.3,15.55
"TYC 3867-420-1",16736,438282.115756,"B2Ia",693.5,-2.57
"TYC 4319-406-1",11562,40265.707286,"B2Ia",998.9,0.67
"WD 9717+130",24620,0.001704,"DA2",963.9,19.17
"WD 8103+839",14853,0.002518,"DA3",870.5,18.55
"WD 7744+888",22595,0.002221,"DA2",350.6,16.46
"WD 6167+783",12851,0.000318,"DA3",515.8,19.51
"HD 444499",7723,0.003312,"A7V",475.9,16.84
"WD 8902+340",20729,0.000914,"DA2",261.8,17.02
"HD 886597",19734,32.125335,"B8IV",733.4,7.91
"HD 892717",11207,0.016627,"B8V",993.1,16.77
"HIP 76738",3987,266.17814,"K7III",135.9,1.77
"HD 290508",4694,0.000426,"K9V",674.4,19.98
"HD 425094",33714,89596.314612,"O7Ia",977.5,-0.08
"HD 619152",7302,0.004805,"F8V",768.3,17.39
"HD 240354",3675,0.000186,"M0V",815.2,21.19
"HIP 48776",4489,18.924156,"K7IV",395.7,7.23
"WD 6264+451",10959,0.003039,"DA4",722,17.84
"HD 542516",16429,0.586641,"B0V",573.6,11.66
"HD 774473",12263,0.106605,"B1V",820.8,14.39
"HD 244919",4432,0.00018,"K9V",338.2,19.42
"HD 266440",25333,472.48615,"B1III",655.4,4.69
"HD 230445",21591,78.665837,"B8IV",944.3,7.46
"HD 163705",29114,8545.619295,"B6III",542.9,1.08
"HD 647146",17190,1.294294,"B7V",950.2,11.93
"HD 127336",2514,0.000084,"M2V",841.9,21.93
"HD 859956",34705,197002.990469,"O0Ib",400.1,-2.95
"HD 537434",18343,3.614608,"B7V",376.2,8.9
"TYC 4633-513-1",23373,270252.835656,"B2Ib",546.6,-2.77
"HD 702887",2537,0.00014,"M2V",336.9,19.48
"HIP 33573",5172,248.445805,"K8III",556.3,5.09
"HD 316366",31706,32829.279571,"O2Ib",528.6,-0.34
"HIP 73840",3744,38.546248,"K3IV",912.4,8
"HD 417387",33116,91241.431252,"O6Ia",922.1,-0.24
"HD 226994",9524,0.004114,"DA5",399.5,16.2
"HD 227723",2568,0.000172,"M2V",922.6,21.56
"HD 856877",3438,0.000262,"M7V",827.6,20.86
"HD 447880",3890,0.000225,"K0V",388.3,19.28
"TYC 7628-879-1",14431,86147.175087,"B8Ib",608.9,-1.16
"HD 740253",7125,0.003395,"F2V",945.1,18.29
"HD 177335",13589,0.34511,"B2V",841.1,13.19
"HD 810465",8222,0.012882,"A1V",991.7,16.9
"HD 101611",6891,0.000752,"F5V",745.7,19.47
"HIP 52476",4315,100.502198,"K7III",758.7,6.7
"HD 603654",10064,0.006634,"DA5",846.9,17.44
"HD 830053",12233,0.049978,"B1V",555.1,14.21
"HD 788933",25190,1009.935034,"B8III",617.5,3.83
"HD 105525",4318,0.000187,"K2V",924.3,21.45
"HIP 70939",4349,608.658682,"K7III",834.9,5.08
"HD 327432",19234,4.881943,"B2V",211.6,7.23
"HD 946458",5141,0.000647,"K5V",648.4,19.26
"HD 571490",31920,35666.470543,"O2Ib",997.6,0.8
"HIP 17215",4876,86.221572,"K5IV",886.9,7.14
"HD 633965",24138,207.446976,"B6III",872.2,6.07
"HIP 101745",3476,478.446412,"M3III",603.8,4.53
"HIP 30942",4576,69.123386,"K9IV",986,7.83
"HD 289778",2603,0.000271,"M9V",778.9,20.47
"WD 9995+317",17892,0.000566,"DA2",793.1,20.01
"HD 553926",28317,4933.66,"B8III",740,2.4
"HD 107012",23258,122.975973,"B7III",787.9,6.64
"WD 5414+592",21366,0.001611,"DA2",713.5,18.51
"HD 651073",33456,104595.19921,"O9Ia",985.8,-0.2
"HD 555416",3581,0.000175,"M7V",451.2,19.81
"HD 496656",8509,0.005282,"DA5",752,17.48
"HD 212055",34830,346572.512123,"O6Ia",521.8,-2.79
"HD 817998",5953,0.002358,"G5V",904.1,18.45
"HD 378321",14309,0.225115,"B2V",996,13.97
"HD 554126",4663,0.000177,"K0V",754.2,21.19
"HD 758127",25094,501.614868,"B6III",759.1,4.86
"HD 309774",5496,0.000453,"G0V",830.5,20.3
"HD 217648",13265,0.075367,"B5V",658.2,14.24
"WD 1054+946",16624,0.003865,"DA3",488.7,16.75
"HD 110110",2665,0.000113,"M4V",595.3,21.16
"HD 206560",25897,515.35105,"B7III",792.4,5.04
"HD 157912",6906,0.000862,"F2V",928.9,19.81
"WD 4042+353",10111,0.000951,"DA4",886.2,19.59
"HD 310150",17437,2.215318,"B4V",977.4,11.41
"HD 625484",20383,37.345128,"B8IV",573.9,7.15
"HIP 39551",3000,900.040438,"M1III",926.2,4.94
"HD 714322",3287,0.000197,"M7V",931.9,21.49
"HD 395112",33789,148192.538883,"O8Ia",643.8,-1.72
"HD 745487",7250,0.00098,"F9V",398.4,17.96
"HD 998638",4607,0.000582,"K0V",904.1,20.08
"HD 639428",8128,0.003484,"DA6",241.8,15.15
"HD 284063",21228,33.743958,"B9IV",341.3,6.21
"HD 357005",3488,0.00011,"M5V",710,21.38
"HD 555113",5991,0.002311,"G1V",68.3,13.02
"HD 178733",30803,16017.432621,"O5Ib",919,1.58
"HD 214759",18042,1.07489,"B2V",435,10.34
"HD 156906",29689,15794.616269,"B3Ib",600,0.54
"HD 466027",33227,87815.838888,"O1Ib",909.6,-0.31
"HD 132643",16636,2.243038,"B7V",825.4,10.92
"HD 272420",15196,0.504048,"B7V",826.1,12.4
"HD 223885",9744,0.010443,"A6V",761.9,16.74
"HD 434294",16426,0.975803,"B0V",879.5,11.97
"HIP 46262",4132,548.23831,"K2III",157.4,1.55
"HD 481911",32769,96311.196175,"O7Ia",893.6,-0.33
"HD 683601",34506,183639.149913,"O6Ia",893.2,-1.16
"HIP 88341",5211,183.599584,"G8III",439.4,4.67
"TYC 1381-431-1",5624,26666.578212,"G1Ia",826.4,0.95
"HD 787836",8664,0.004686,"DA5",198.6,14.44
"HIP 50697",4356,472.545781,"K3III",931.4,5.28
"HD 200817",6369,0.002133,"F3V",146.7,14.96
"HD 194532",32653,39011.069041,"O4Ia",853,0.48
"HD 441695",26853,1204.062913,"B5III",260.6,1.67
"HD 778288",6972,0.002756,"F8V",146.1,14.39
"HD 287796",13010,0.200385,"B3V",743.3,13.53
"HIP 26109",3966,335.472317,"K7III",907.3,5.72
"TYC 6560-512-1",12744,69256.433482,"B6Ia",490.4,-1.39
"HIP 80444",5188,71.612474,"K1IV",408.2,5.83
"HD 969810",32729,84296.8844,"O0Ib",582.2,-1.29
"HD 193768",22768,56.227629,"B3IV",939.5,7.55
"HD 539537",4049,0.000292,"K7V",862.3,20.76
"WD 7116+691",9784,0.000065,"DA5",977.1,22
"HD 335219",3003,0.000236,"M4V",721.9,20.63
"WD 6370+482",20357,0.000248,"DA2",842.3,20.89
"WD 6294+458",8556,0.000668,"DA5",955.6,20.04
"HD 277669",7957,0.013859,"A1V",998.2,16.88
"WD 3988+705",17016,0.000421,"DA2",746.8,20.09
"HD 576165",5368,0.001086,"G0V",541.6,18.25
"HD 957373",4366,0.000806,"K1V",821.4,19.63
"HD 390944",7303,0.002874,"F8V",80.5,13.17
"HD 548910",2520,0.000074,"M6V",520.6,21.14
"HD 406918",29010,11138.195954,"B8Ib",767.5,1.66
"HD 267928",20323,27.433601,"B0IV",669.3,7.79
"HD 664935",4710,0.000257,"K0V",644.4,20.33
"HD 362387",6598,0.001165,"F7V",542.6,18.49
"HD 450264",2591,0.000133,"M0V",795.1,21.4
"HD 666487",13030,0.132602,"B3V",232.4,11.35
"HD 711939",14379,0.580884,"B2V",920,12.67
"HD 357325",4074,0.000211,"K4V",578.3,20.15
"HD 794313",2791,0.000147,"M8V",664.4,20.88
"TYC 9594-796-1",4937,35647.2733,"K4Ia",832.5,0.55
"HD 844617",4182,0.000277,"K9V",213.6,17.89
"HD 169750",4655,0.000241,"K9V",663.8,20.3
"HD 520270",22823,110.358856,"B3III",744.9,6.56
"HD 285304",29793,35347.699236,"B4Ib",589.1,-0.31
"HD 376982",7897,0.003699,"A4V",409.3,16.47
"TYC 8436-595-1",19164,86794.274312,"B1Ia",777.1,-0.61
"HD 849245",22477,28.092154,"B2IV",988.7,8.61
"HD 669300",3134,0.000196,"M2V",888.9,21.28
"HIP 105405",4511,452.841331,"K4III",938.7,5.58
"HD 930463",17217,3.474595,"B2V",903.8,10.84
"HD 911106",31978,58287.383266,"O6Ia",928,0.28
"HD 238866",20445,37.515995,"B2IV",650.8,7.46
"HD 995367",2685,0.00017,"M9V",663,20.6
"HD 541117",12572,0.053459,"B7V",861.2,14.95
"HD 987794",19274,8.646694,"B1V",268.6,7.03
"HIP 4457",3372,26.710104,"M9IV",979.8,8.58
"HD 147629",3458,0.000245,"M8V",809.4,20.88
"HD 209401",22395,63.933056,"B7IV",947.3,7.77
"HD 867506",2983,0.000121,"M7V",128.6,17.63
"HD 611307",30367,16456.239866,"O3Ib",639,0.69
"HD 928071",6461,0.001346,"F7V",342.1,17.19
"HD 319659",3531,0.000104,"M2V",991.8,22
"HD 938331",23931,332.680579,"B4III",174.7,2.24
"HD 390694",33703,99362.502779,"O4Ia",432.3,-2.24
"HIP 3839",4165,216.432253,"K7III",629.6,5.49
"HD 583197",12918,0.113963,"B0V",850.8,14.14
"WD 6439+326",15466,0.00065,"DA3",329.7,17.63
"HD 282323",2667,0.00006,"M5V",588.1,21.62
"WD 8577+248",6248,0.000165,"F7V",924,21.63
"HD 405776",33133,54088.307406,"O3Ib",871.4,0
"HD 842674",16018,0.318926,"B5V",840.6,13.03
"HD 799406",10315,0.009836,"DA4",754.1,16.78
"HD 846223",27259,1596.296928,"B7III",975.5,4.13
"WD 8531+175",22301,0.003594,"DA2",706.4,17.75
"HD 202511",5064,0.000225,"K1V",359.3,19.21
"HD 784078",17564,1.791376,"B5V",828.6,11.23
"WD 2602+653",15542,0.000993,"DA3",892.7,19.58
"HD 482123",4032,0.000307,"K7V",286,18.36
"HD 718526",27145,1780.989114,"B4III",688.6,3.24
"HD 385764",6131,0.000976,"F1V",293.5,17.07
"HD 385934",8684,0.003546,"DA5",179.9,14.8
"HD 520587",24025,117.39481,"B8III",833.3,6.51
"HD 788080",13684,0.169439,"B6V",786.8,13.82
"HD 275242",16243,1.176718,"B2V",597.9,10.9
"HD 717284",10634,0.04551,"B6V",820,15.07
"HD 169832",5172,0.000453,"K0V",431.9,18.85
"HD 923242",24858,68.278047,"B9IV",357.5,5.48
"HD 393568",32899,112355.361897,"O2Ia",53.7,-3
"HD 601225",8438,0.00543,"DA5",499,16.31
"HD 676373",33333,153306.40816,"O2Ia",848.5,-1.06
"HD 618007",15428,0.725473,"B4V",734.5,11.82
"HIP 2121",5090,87.686014,"K3IV",935.7,7.09
"HD 114952",17673,1.566797,"B9V",829.5,11.32
"HD 902216",2532,0.000169,"M8V",594.6,20.61
"HD 496183",2569,0.000192,"M1V",887.7,21.45
"HD 286384",33874,593463.216079,"O6Ia",340.1,-3
"HD 100953",20955,54.865555,"B2IV",929,7.8
"HD 705673",34560,504421.956177,"O7Ia",839.5,-2.2
"HD 105731",27889,3098.55259,"B6III",574.2,2.31
"HD 763938",15979,2.158445,"B7V",618.4,10.31
"HD 529823",3755,0.001005,"K3V",927.5,19.56
"HD 492684",20991,70.141194,"B7IV",843.9,7.29
"HD 733569",27430,1333.262504,"B4III",365.9,2.38
"HD 407861",3507,0.000104,"M6V",782.1,21.58
"HD 341000",3239,0.000104,"M5V",256.1,19.1
"HIP 73258",4851,17.426431,"K5IV",356.2,6.87
"HD 497660",6616,0.002971,"F7V",625.7,17.7
"HD 146246",5852,0.000886,"G3V",887.4,19.73
"WD 7224+923",18927,0.001037,"DA2",890.8,19.33
"HD 395848",7676,0.004135,"A1V",692.7,17.34
"WD 7579+654",13482,0.003671,"DA3",317.5,15.78
"HD 240669",2893,0.000064,"M0V",915,22
"WD 1480+722",11723,0.000672,"DA4",372.9,17.98
"HD 196337",3305,0.0002,"M8V",522.4,20.2
"HD 876727",2606,0.000087,"M3V",558.5,21.26
"HD 695535",11837,0.052694,"B8V",191.6,11.88
"HD 780953",24838,252.894908,"B6III",629.1,5.21
"HD 904644",3632,0.000095,"M9V",909.1,22
"HD 204271",11376,0.012505,"B6V",408,15.04
"WD 5218+268",7076,0.000606,"F9V",524,18.92
"HD 126066",25667,592.801327,"B1III",635.4,4.47
"HD 340473",3777,0.000418,"K2V",744.6,20.06
"HD 169551",21208,36.707347,"B7IV",533.3,6.96
"TYC 1036-956-1",17563,96535.055609,"B4Ia",656.7,-1.15
"HD 738290",2500,0.000113,"M3V",341.4,19.71
"HD 582670",21668,21.248194,"B5IV",749.5,8.11
"HD 227183",14432,0.427573,"B5V",922.6,12.85
"HD 984059",16487,2.612257,"B3V",903.7,11.07
"HD 528514",11219,0.02512,"B7V",832.5,15.8
"HD 917319",13782,0.296633,"B4V",683.3,12.89
"HIP 86467",3000,207.705719,"M9III",741.6,5.76
"WD 1811+370",20524,0.00053,"DA2",787.7,19.85
"HIP 80472",4688,58.404936,"K9IV",762.2,7.41
"WD 7318+949",12449,0.002287,"DA4",928.8,18.76
"WD 2820+259",18440,0.006083,"DA2",916,17.57
"HD 259915",15207,0.595076,"B8V",310,10.12
"TYC 6706-916-1",4171,82638.16043,"K1Ia",625.5,-1.11
"HD 174627",15114,0.220466,"B8V",664.5,12.92
"HD 568760",26483,1027.618427,"B6III",486.4,3.06
